CarNumber,Refund,Fines,Make,Model,Year
M0299X197RUS,1.0,9600.0,Ford,Focus,2013
8437XX154RUS,2.0,800.0,Ford,Focus,1991
9468EX178RUS,1.0,4000.0,Ford,Focus,2017
M375CH197RUS,2.0,18100.0,Ford,Focus,2004
H982HY161RUS,1.0,300.0,Ford,Focus,2018
8201XX154RUS,1.0,7800.0,Ford,Focus,1990
8224XX154RUS,1.0,2500.0,Ford,Focus,2008
O22397197RUS,1.0,18500.0,Ford,Focus,2019
Y653E8750RUS,1.0,500.0,Skoda,Octavia,1995
K558KC161RUS,1.0,500.0,Ford,Focus,1980
O058M7161RUS,1.0,1900.0,Ford,Focus,2003
M256OH161RUS,2.0,1600.0,Ford,Focus,2015
7183TT36RUS,2.0,5400.0,Ford,Focus,1987
T242H8197RUS,2.0,8594.5864661654,Skoda,Octavia,1992
K27188138RUS,1.0,2000.0,Ford,Focus,2016
X782CO96RUS,1.0,1000.0,Ford,Focus,2007
Y7659C197RUS,1.0,1500.0,Ford,Focus,1997
X523OM161RUS,1.0,400.0,Ford,Focus,2009
96629X178RUS,1.0,7000.0,Ford,Focus,2000
9881HX152RUS,2.0,10300.0,Ford,Focus,2017
9020YC197RUS,2.0,72500.0,Skoda,Octavia,2004
T479KX197RUS,2.0,12000.0,Ford,Focus,2002
M680T9152RUS,2.0,9000.0,Volkswagen,Jetta,1987
7831C8197RUS,2.0,6800.0,Ford,Focus,1999
7844C8197RUS,2.0,17000.0,Ford,Focus,2012
T011MY163RUS,2.0,4000.0,Ford,Focus,1982
C410X938RUS,1.0,1100.0,Ford,Focus,2007
X762HY197RUS,1.0,500.0,Ford,Focus,1981
9470EX178RUS,1.0,500.0,Ford,Focus,2002
X4128H125RUS,2.0,8594.5864661654,Ford,Focus,1998
9762HY161RUS,2.0,2600.0,Ford,Focus,1987
H419XE197RUS,2.0,6900.0,Toyota,Corolla,1988
98017H178RUS,1.0,1500.0,Ford,Focus,2017
Y780EE197RUS,2.0,4600.0,Volkswagen,Golf,2018
M580CH197RUS,2.0,9500.0,Ford,Focus,2013
T686EO197RUS,1.0,1000.0,Toyota,Camry,1987
9943OH154RUS,1.0,400.0,Skoda,Octavia,1994
Y354O8197RUS,1.0,10800.0,Ford,Focus,1993
7065C8197RUS,1.0,3800.0,Volkswagen,Passat,1980
E28777161RUS,1.0,800.0,Ford,Focus,1993
M701T9152RUS,2.0,3000.0,Ford,Focus,2019
E577HE77RUS,2.0,12000.0,Ford,Focus,1989
92788M178RUS,1.0,1200.0,Ford,Focus,1996
9072EM178RUS,2.0,4400.0,Ford,Focus,1993
9409H7178RUS,1.0,3000.0,Skoda,Octavia,2001
C3829X154RUS,2.0,13500.0,Ford,Focus,2015
T478KX197RUS,2.0,7500.0,Ford,Focus,2010
T119CT96RUS,1.0,2000.0,Ford,Focus,1991
X795O796RUS,1.0,1000.0,Ford,Focus,1997
708487163RUS,1.0,1000.0,Ford,Focus,1980
H983HY161RUS,1.0,500.0,Ford,Focus,2014
7842C8197RUS,1.0,6000.0,Ford,Focus,2009
O64097197RUS,2.0,8594.5864661654,Ford,Focus,1986
Y693HM197RUS,2.0,6500.0,BMW,,2002
96857X197RUS,1.0,37800.0,Skoda,Octavia,1993
7177TT36RUS,1.0,500.0,Ford,Focus,1980
9428EX178RUS,1.0,500.0,Ford,Focus,1980
84438C154RUS,2.0,7600.0,Ford,Focus,1994
Y7689C197RUS,2.0,9000.0,Ford,Focus,2017
H427YH197RUS,1.0,9900.0,Volkswagen,Passat,2018
T394KX197RUS,2.0,1500.0,Ford,Focus,2002
O49897197RUS,2.0,11800.0,Ford,Focus,1987
H963X936RUS,1.0,1800.0,Skoda,Octavia,1989
T341CC96RUS,2.0,1000.0,Volkswagen,Passat,2011
9942KK197RUS,2.0,6200.0,Ford,Focus,1984
9141H8178RUS,1.0,300.0,Skoda,Octavia,2014
9942KK197RUS,2.0,3100.0,Ford,Focus,2010
7370C8197RUS,2.0,5000.0,Ford,Focus,2006
9890HX152RUS,2.0,9200.0,Ford,Focus,1998
9409H7178RUS,1.0,6000.0,Skoda,Octavia,2009
M268CH197RUS,1.0,800.0,Toyota,Camry,1990
Y780EE197RUS,1.0,2300.0,Volkswagen,Golf,2000
Y388E877RUS,2.0,9500.0,Ford,Focus,1999
C419X938RUS,1.0,1100.0,Ford,Focus,1995
M0319X197RUS,2.0,4500.0,Ford,Focus,1981
M577CH197RUS,2.0,17000.0,Ford,Focus,2013
7361C8197RUS,1.0,8594.5864661654,Ford,Focus,2003
H975HY161RUS,1.0,2000.0,Ford,Focus,1994
X018HY197RUS,2.0,10600.0,Toyota,Camry,1992
E33177152RUS,2.0,7100.0,Ford,Focus,1998
X256HE161RUS,2.0,1600.0,Ford,Focus,2001
Y7689C197RUS,2.0,45000.0,Ford,Focus,2014
7788KT197RUS,2.0,4000.0,Ford,Focus,1994
9491H7178RUS,1.0,500.0,Volkswagen,Jetta,2017
M374CH197RUS,1.0,5500.0,Ford,Focus,2016
96679X178RUS,2.0,2400.0,Ford,Focus,1982
9594HY161RUS,1.0,300.0,Ford,Focus,1992
83218C154RUS,1.0,100.0,Ford,Focus,2019
9764HY161RUS,1.0,800.0,Ford,Focus,2011
708187163RUS,1.0,1000.0,Ford,Focus,2008
H908YK197RUS,1.0,4800.0,Ford,Focus,1995
H004MH197RUS,2.0,19800.0,Ford,Focus,1982
92788M178RUS,1.0,300.0,Ford,Focus,2013
Y656E8750RUS,1.0,8594.5864661654,Skoda,Octavia,2004
9679EC178RUS,1.0,500.0,Ford,Focus,2014
O017KO197RUS,1.0,1600.0,Ford,Focus,1994
H957HY161RUS,1.0,1000.0,Ford,Focus,2008
X286TC36RUS,1.0,500.0,Ford,Focus,2014
C803KE163RUS,1.0,1000.0,Volkswagen,Jetta,1984
Y7379Y50RUS,2.0,2000.0,Ford,Focus,2014
X320MK197RUS,1.0,7500.0,Ford,Focus,2005
C476M7161RUS,2.0,500.0,Ford,Focus,1985
H844YH197RUS,1.0,1000.0,Ford,Focus,1993
96907X197RUS,2.0,3000.0,BMW,,1998
Y650E8750RUS,1.0,1000.0,Skoda,Octavia,2010
H235YH197RUS,2.0,5100.0,Skoda,Octavia,1995
9474EX178RUS,1.0,500.0,Ford,Focus,2005
Y8259C197RUS,1.0,1500.0,Ford,Focus,1999
E29577161RUS,1.0,500.0,Ford,Focus,1993
X761HY197RUS,2.0,18300.0,Ford,Focus,1988
H387TM197RUS,1.0,8594.5864661654,Volkswagen,Passat,1993
T396KX197RUS,2.0,10300.0,Ford,Focus,1987
C593EY154RUS,1.0,1000.0,Ford,Focus,2018
Y164O8161RUS,1.0,800.0,Ford,Focus,1997
M942OT152RUS,1.0,2000.0,Ford,Focus,2002
T476KX197RUS,2.0,4500.0,Ford,Focus,1990
H889YK197RUS,2.0,21200.0,Ford,Focus,1982
Y7429Y50RUS,2.0,2000.0,Ford,Focus,1985
H976HY161RUS,2.0,2200.0,Ford,Focus,1985
C410X938RUS,2.0,2200.0,Ford,Focus,1983
Y195O8161RUS,1.0,100.0,Ford,Focus,1988
O669E8197RUS,1.0,18000.0,Ford,Focus,1996
Y187O8161RUS,2.0,400.0,Ford,Focus,1981
K329T8197RUS,2.0,13000.0,Skoda,Octavia,1983
96659X178RUS,1.0,900.0,Ford,Focus,2004
7842C8197RUS,2.0,12000.0,Ford,Focus,1984
O275O7161RUS,1.0,8300.0,Ford,Focus,1982
9677MO178RUS,1.0,2200.0,Ford,Mondeo,1991
H957HY161RUS,1.0,8594.5864661654,Ford,Focus,1999
M0279X197RUS,2.0,36000.0,Ford,Focus,2018
9939KK197RUS,1.0,1600.0,Ford,Focus,1991
Y8399C197RUS,1.0,600.0,Ford,Focus,2017
M373CH197RUS,2.0,6600.0,Ford,Focus,2002
7164YM36RUS,2.0,18800.0,Ford,Focus,2015
7843C8197RUS,2.0,4100.0,Ford,Focus,2018
O753MX161RUS,2.0,700.0,Ford,Focus,2015
9468EX178RUS,2.0,2000.0,Ford,Focus,2011
T395KX197RUS,2.0,7600.0,Ford,Focus,1990
T6488M116RUS,2.0,21000.0,Ford,Focus,2017
7361C8197RUS,1.0,800.0,Ford,Focus,2001
98047H178RUS,1.0,500.0,Ford,Focus,2008
8316XX154RUS,1.0,1100.0,Ford,Focus,2013
O752MX161RUS,2.0,2600.0,Ford,Focus,1994
8234XX154RUS,2.0,2600.0,Ford,Focus,1997
9488EY178RUS,2.0,1300.0,Ford,Focus,2012
96857X197RUS,2.0,18900.0,Skoda,Octavia,1981
O481OH77RUS,2.0,1000.0,Toyota,Camry,1992
K326T8197RUS,1.0,100.0,Volkswagen,Passat,2007
90159H178RUS,1.0,8594.5864661654,Volkswagen,Passat,2005
9469EX178RUS,1.0,4200.0,Ford,Focus,1997
X796TH96RUS,1.0,500.0,Ford,Focus,1985
9499KX178RUS,1.0,4600.0,Ford,Focus,1998
Y358O8197RUS,2.0,21800.0,Ford,Focus,1987
C420X938RUS,2.0,3300.0,Ford,Focus,1996
Y965O8197RUS,2.0,1600.0,Ford,Focus,2013
96429X178RUS,2.0,1300.0,Ford,Focus,1994
Y274O8197RUS,2.0,10700.0,Ford,Focus,1981
Y358O8197RUS,1.0,43600.0,Ford,Focus,1984
E223YM197RUS,2.0,19500.0,Ford,Focus,1992
E42277152RUS,2.0,5300.0,Ford,Focus,1982
E34877152RUS,2.0,36600.0,Ford,Focus,2013
Y964EE197RUS,2.0,8594.5864661654,Ford,Focus,2001
T6049O50RUS,2.0,15000.0,Ford,Focus,1981
8601XX154RUS,1.0,3900.0,Skoda,Octavia,1987
H259HY161RUS,1.0,900.0,Toyota,Corolla,2011
T940CC96RUS,1.0,500.0,Ford,Focus,1984
T288CT96RUS,1.0,1500.0,Ford,Focus,2000
Y6839Y50RUS,1.0,1500.0,Ford,Focus,1996
Y344E877RUS,1.0,1000.0,Ford,Focus,2002
K889HY161RUS,2.0,46200.0,Ford,Mondeo,1996
H214X836RUS,1.0,8000.0,Ford,Focus,2012
T399KX197RUS,2.0,15300.0,Ford,Focus,1984
O421OT161RUS,1.0,1200.0,Skoda,Octavia,2006
H232YH197RUS,1.0,8594.5864661654,Ford,Focus,2011
7360C8197RUS,2.0,9600.0,Ford,Focus,1987
T6418M116RUS,1.0,49200.0,Ford,Focus,1997
7248C8197RUS,2.0,34400.0,Ford,Mondeo,2002
Y194O8161RUS,2.0,900.0,Ford,Focus,1994
9881HX152RUS,2.0,20600.0,Ford,Focus,1990
T6359O50RUS,2.0,13500.0,Ford,Focus,2005
E29677161RUS,2.0,6000.0,Ford,Focus,2005
T020MM116RUS,2.0,3000.0,Skoda,Octavia,1997
C798ET50RUS,1.0,5000.0,Ford,Focus,2019
Y7719C197RUS,2.0,4600.0,Ford,Focus,2000
9502XX38RUS,1.0,3000.0,Skoda,Octavia,1983
8521XX154RUS,1.0,1000.0,Ford,Focus,2010
Y273O8197RUS,2.0,26300.0,Ford,Focus,1994
M580CH197RUS,2.0,47500.0,Ford,Focus,2000
K376HE161RUS,1.0,100.0,Ford,Focus,2008
7193TT36RUS,2.0,3300.0,Ford,Focus,1994
O785T9163RUS,1.0,500.0,Ford,Focus,2009
H618YC38RUS,1.0,300.0,Volkswagen,Golf,1994
Y7689C197RUS,1.0,36000.0,Ford,Focus,2005
M592CH197RUS,1.0,3500.0,Skoda,Octavia,2010
Y352O8197RUS,2.0,77700.0,Ford,Focus,2003
9068EM178RUS,1.0,600.0,Ford,Focus,2001
7783KT197RUS,1.0,6000.0,Ford,Focus,2003
Y305E877RUS,2.0,2500.0,Ford,Focus,2016
E881OT197RUS,2.0,5500.0,Skoda,Octavia,1990
Y8259C197RUS,2.0,3000.0,Ford,Focus,2017
Y969O8197RUS,2.0,7800.0,Ford,Focus,1987
92928M178RUS,2.0,3000.0,Ford,Focus,1990
O718MM163RUS,2.0,7000.0,Ford,Focus,1994
Y7129Y50RUS,1.0,8594.5864661654,Ford,Focus,1981
9975CC77RUS,2.0,7000.0,Ford,Focus,2013
C592EY154RUS,1.0,2000.0,Ford,Focus,2008
T195OK161RUS,1.0,6700.0,Ford,Mondeo,1993
Y966O8197RUS,2.0,20800.0,Ford,Focus,1983
T914CT197RUS,2.0,7200.0,Toyota,Camry,2003
E41977152RUS,2.0,2400.0,Ford,Focus,2019
T171CC96RUS,1.0,1000.0,Ford,Focus,2000
9464EX178RUS,2.0,2100.0,Ford,Focus,2002
O50197197RUS,2.0,7800.0,Ford,Focus,2015
7608EE777RUS,1.0,4000.0,Skoda,Octavia,2009
X583HE161RUS,1.0,3000.0,Ford,Focus,2008
Y7229Y50RUS,2.0,2500.0,Ford,Focus,1986
M6977E152RUS,1.0,500.0,Ford,Focus,1992
K2797K154RUS,1.0,800.0,Ford,Focus,2012
8325M7154RUS,1.0,1000.0,Ford,Focus,2013
Y192O8161RUS,2.0,300.0,Ford,Focus,1986
7784KT197RUS,1.0,6600.0,Ford,Focus,2007
96599X178RUS,1.0,500.0,Ford,Focus,1990
X760HY197RUS,1.0,10100.0,Ford,Focus,2018
Y358O8197RUS,2.0,10900.0,Ford,Focus,1989
H966HY161RUS,1.0,500.0,Ford,Focus,1994
9938KK197RUS,2.0,28500.0,Ford,Focus,1989
98087H178RUS,1.0,8594.5864661654,Ford,Focus,1980
K2807K154RUS,1.0,500.0,Ford,Focus,2011
H977HY161RUS,1.0,600.0,Ford,Focus,2010
7367C8197RUS,1.0,6000.0,Ford,Focus,2003
9137X938RUS,1.0,1600.0,Ford,Focus,1983
Y356O8197RUS,2.0,15300.0,Ford,Focus,1995
9398MM199RUS,1.0,300.0,Volkswagen,Passat,1980
8436XX154RUS,1.0,2400.0,Ford,Focus,1996
8180XX154RUS,2.0,1400.0,Ford,Focus,2014
E53477152RUS,1.0,7200.0,Ford,Focus,1999
O718MM163RUS,2.0,3500.0,Ford,Focus,1987
9677MO178RUS,1.0,1100.0,Ford,Mondeo,1990
9498KX178RUS,1.0,4000.0,Ford,Focus,1987
K436MO152RUS,2.0,3000.0,Ford,Focus,1996
7194TT36RUS,2.0,2300.0,Ford,Focus,1991
7364C8197RUS,2.0,4500.0,Ford,Focus,1987
O136HO197RUS,2.0,7800.0,Toyota,Corolla,1983
O68897197RUS,2.0,12300.0,Ford,Focus,1983
O718MM163RUS,2.0,8594.5864661654,Ford,Focus,1985
7065C8197RUS,2.0,11400.0,Volkswagen,Passat,1998
O22097197RUS,1.0,24300.0,Ford,Focus,1986
Y163O8161RUS,2.0,1600.0,Ford,Focus,2016
M0309X197RUS,1.0,22300.0,Ford,Focus,2006
O673E8197RUS,2.0,600.0,Ford,Focus,1985
8610T8154RUS,1.0,2000.0,Ford,Focus,2000
H419XE197RUS,2.0,8594.5864661654,Toyota,Corolla,2006
M0299X197RUS,1.0,2000.0,Ford,Focus,1995
83298C154RUS,1.0,2200.0,Ford,Focus,1986
H957HY161RUS,2.0,17000.0,Ford,Focus,1991
T941CC96RUS,2.0,34300.0,Ford,Focus,1997
H966HY161RUS,2.0,46200.0,Ford,Focus,2008
Y655E8750RUS,2.0,30300.0,Skoda,Octavia,2007
C410X938RUS,2.0,67200.0,Ford,Focus,2017
7781KT197RUS,1.0,17500.0,Ford,Focus,1998
97968K152RUS,2.0,145000.0,Ford,Focus,1991
H837YK197RUS,2.0,3100.0,Audi,,1989
X320MK197RUS,1.0,600.0,Ford,Focus,1981
96907X197RUS,1.0,18300.0,BMW,,1998
C798ET50RUS,2.0,67200.0,Ford,Focus,2012
8441XX154RUS,2.0,34000.0,Ford,Focus,2014
8180XX154RUS,2.0,5500.0,Ford,Focus,2000
9402KK197RUS,1.0,2600.0,Toyota,Camry,2007
7840C8197RUS,2.0,32000.0,Ford,Focus,2012
7788KT197RUS,1.0,1000.0,Ford,Focus,1998
E41577152RUS,1.0,22400.0,Ford,Focus,2001
Y352O8197RUS,1.0,20600.0,Ford,Focus,2006
8321XX154RUS,1.0,1200.0,Ford,Focus,1996
H976HY161RUS,2.0,19800.0,Ford,Focus,1991
K2797K154RUS,2.0,52600.0,Ford,Focus,2004
Y302E877RUS,2.0,24600.0,Ford,Focus,2016
K2797K154RUS,2.0,18100.0,Ford,Focus,1984
92918M178RUS,2.0,4100.0,Ford,Focus,2006
89557X197RUS,2.0,34000.0,Toyota,Camry,1986
8316XX154RUS,2.0,15000.0,Ford,Focus,2009
96659X178RUS,1.0,1900.0,Ford,Focus,2000
H259HY161RUS,2.0,5200.0,Toyota,Corolla,1988
X782CO96RUS,1.0,24200.0,Ford,Focus,2002
H232YH197RUS,2.0,5000.0,Ford,Focus,1994
T288CT96RUS,2.0,6100.0,Ford,Focus,2000
Y7129Y50RUS,1.0,2000.0,Ford,Focus,1982
T171CC96RUS,1.0,9200.0,Ford,Focus,1989
H906YK197RUS,2.0,12500.0,Ford,Focus,2017
E160YX77RUS,1.0,145200.0,Ford,Focus,1985
E816HE77RUS,2.0,15600.0,Ford,Focus,1989
Y8259C197RUS,2.0,41700.0,Ford,Focus,2013
H115YO163RUS,2.0,18300.0,Ford,Focus,2009
8437XX154RUS,2.0,145200.0,Ford,Focus,1996
H961HY161RUS,2.0,3200.0,Ford,Focus,2001
H237YH197RUS,2.0,6100.0,Ford,Focus,2018
T6459O50RUS,2.0,600.0,Ford,Focus,2019
M268CH197RUS,1.0,3400.0,Toyota,Camry,2012
T6049O50RUS,1.0,6200.0,Ford,Focus,1993
C420X938RUS,2.0,39600.0,Ford,Focus,2001
C3829X154RUS,2.0,4500.0,Ford,Focus,2013
O22397197RUS,1.0,3100.0,Ford,Focus,2013
E52677152RUS,2.0,2100.0,Ford,Focus,1998
C584EY154RUS,2.0,25900.0,Ford,Focus,2016
7828C8197RUS,1.0,10500.0,Ford,Focus,1993
7183TT36RUS,1.0,12300.0,Ford,Focus,1987
O718MM163RUS,2.0,43600.0,Ford,Focus,1983
X256HE161RUS,2.0,30900.0,Ford,Focus,2001
E160YX77RUS,2.0,16500.0,Ford,Focus,2017
7840C8197RUS,1.0,55500.0,Ford,Focus,1982
X286TC36RUS,2.0,1200.0,Ford,Focus,2000
T6428M116RUS,2.0,1100.0,Ford,Focus,2015
Y7689C197RUS,2.0,19000.0,Ford,Focus,1988
H618YC38RUS,2.0,1300.0,Volkswagen,Golf,2005
O49797197RUS,1.0,2200.0,Ford,Focus,2017
H419XE197RUS,2.0,36000.0,Toyota,Corolla,2014
H971HY161RUS,1.0,21000.0,Ford,Focus,2011
H957HY161RUS,2.0,16200.0,Ford,Focus,1992
T6449O50RUS,1.0,9000.0,Ford,Focus,2009
9499KX178RUS,1.0,1000.0,Ford,Focus,1995
T394KX197RUS,1.0,15200.0,Ford,Focus,2001
Y344E877RUS,1.0,11400.0,Ford,Focus,1980
O77997197RUS,2.0,1500.0,Ford,Focus,1985
O02397197RUS,1.0,6500.0,Volkswagen,Jetta,2017
98087H178RUS,2.0,24200.0,Ford,Focus,2017
O68897197RUS,2.0,12000.0,Ford,Focus,1984
Y359EY197RUS,2.0,4900.0,Skoda,Octavia,2011
O143HO197RUS,2.0,19200.0,Toyota,Corolla,2007
Y7379Y50RUS,2.0,145200.0,Ford,Focus,2015
Y8399C197RUS,2.0,3800.0,Ford,Focus,1986
9072EM178RUS,1.0,28100.0,Ford,Focus,1996
T6488M116RUS,2.0,21800.0,Ford,Focus,1991
9881HX152RUS,2.0,4200.0,Ford,Focus,2010
Y973O8197RUS,2.0,6900.0,Ford,Focus,1990
E394MO152RUS,2.0,4000.0,Ford,Focus,1981
X504X8197RUS,2.0,20600.0,Skoda,Octavia,2019
H214X836RUS,2.0,3600.0,Ford,Focus,2008
T535ET96RUS,1.0,500.0,Ford,Focus,1995
C477M7161RUS,1.0,24200.0,Ford,Focus,1994
E53488152RUS,1.0,3500.0,Ford,Focus,2007
K2797K154RUS,1.0,18900.0,Ford,Focus,2000
E948C8152RUS,2.0,34000.0,Ford,Focus,1987
Y316E877RUS,2.0,18100.0,Ford,Focus,1985
O719MM163RUS,1.0,12800.0,Ford,Focus,2006
7843C8197RUS,1.0,34300.0,Ford,Focus,1997
7368C8197RUS,1.0,3400.0,Ford,Focus,2004
96679X178RUS,2.0,10300.0,Ford,Focus,1985
96857X197RUS,2.0,10500.0,Skoda,Octavia,2007
M256OH161RUS,2.0,24200.0,Ford,Focus,1998
M372CH197RUS,1.0,36000.0,Ford,Focus,2014
7844C8197RUS,2.0,52600.0,Ford,Focus,1993
H387TM197RUS,2.0,4800.0,Volkswagen,Passat,2005
Y166O8161RUS,1.0,20800.0,Ford,Focus,2010
705787163RUS,2.0,10500.0,Ford,Focus,1985
7197TT36RUS,1.0,12500.0,Ford,Focus,2008
84418C154RUS,2.0,12800.0,Ford,Focus,1986
H385TM197RUS,1.0,34400.0,Volkswagen,Passat,2019
E28877161RUS,2.0,16500.0,Ford,Focus,2008
Y653E8750RUS,2.0,15800.0,Skoda,Octavia,1981
Y969O8197RUS,1.0,11000.0,Ford,Focus,2010
Y969O8197RUS,1.0,2000.0,Ford,Focus,1989
7361C8197RUS,1.0,34400.0,Ford,Focus,2016
Y038TO197RUS,1.0,21200.0,Toyota,Corolla,1983
7066C8197RUS,2.0,45000.0,Volkswagen,Passat,1982
T769OT197RUS,1.0,400.0,Volkswagen,Golf,1980
O22297197RUS,1.0,400.0,Ford,Focus,2011
7788KT197RUS,2.0,24200.0,Ford,Focus,2015
H115YO163RUS,2.0,4300.0,Ford,Focus,1988
E552MO152RUS,2.0,24600.0,Ford,Focus,2013
O83597197RUS,2.0,6900.0,Ford,Focus,1987
M592CH197RUS,2.0,18500.0,Skoda,Octavia,2019
X762HY197RUS,2.0,4200.0,Ford,Focus,2003
M577CH197RUS,1.0,3300.0,Ford,Focus,1993
9182CE154RUS,1.0,10400.0,Ford,Focus,1992
K339T8197RUS,1.0,4100.0,Ford,Focus,2019
Y973O8197RUS,2.0,6500.0,Ford,Focus,2018
9428EX178RUS,1.0,5000.0,Ford,Focus,1995
X4128H125RUS,1.0,1400.0,Ford,Focus,1999
X256HE161RUS,1.0,26000.0,Ford,Focus,1987
7842C8197RUS,1.0,30900.0,Ford,Focus,1999
O753MX161RUS,1.0,7900.0,Ford,Focus,2001
T6559O50RUS,1.0,13200.0,Ford,Focus,2017
Y356O8197RUS,2.0,5300.0,Ford,Focus,2001
X759HY197RUS,2.0,5000.0,Ford,Focus,1987
H217X836RUS,1.0,11400.0,Ford,Focus,2011
Y654E8750RUS,2.0,300.0,Skoda,Octavia,1991
98017H178RUS,2.0,9900.0,Ford,Focus,1986
7183TT36RUS,2.0,9600.0,Ford,Focus,2003
O22097197RUS,1.0,8500.0,Ford,Focus,1998
H387TM197RUS,1.0,63300.0,Volkswagen,Passat,1996
E42577152RUS,1.0,4300.0,Ford,Focus,2007
Y275O8197RUS,2.0,26300.0,Ford,Focus,2011
9683EC178RUS,1.0,1800.0,Ford,Focus,1982
M374CH197RUS,1.0,45900.0,Ford,Focus,1987
9943OH154RUS,1.0,18100.0,Skoda,Octavia,2001
K327T8197RUS,1.0,12000.0,Volkswagen,Golf,2005
X767HY197RUS,1.0,4400.0,Ford,Focus,2011
T686EO197RUS,1.0,3100.0,Toyota,Camry,1992
7831C8197RUS,1.0,9600.0,Ford,Focus,2017
9020YC197RUS,1.0,14300.0,Skoda,Octavia,1985
7369C8197RUS,1.0,10600.0,Ford,Focus,1982
O77997197RUS,1.0,300.0,Ford,Focus,2011
7788KT197RUS,2.0,55500.0,Ford,Focus,1980
Y234E877RUS,1.0,12500.0,Ford,Focus,1992
O6939X163RUS,1.0,10800.0,Ford,Focus,2018
7364C8197RUS,1.0,4000.0,Ford,Focus,1984
9408H7178RUS,2.0,52600.0,Skoda,Octavia,1997
E40577152RUS,2.0,9300.0,Ford,Focus,2006
K328T8197RUS,1.0,5000.0,Volkswagen,Golf,2007
9683EC178RUS,1.0,41700.0,Ford,Focus,2013
8439XX154RUS,1.0,15300.0,Ford,Focus,1984
X583HE161RUS,1.0,17500.0,Ford,Focus,2016
X795O796RUS,1.0,7800.0,Ford,Focus,2007
H427YH197RUS,1.0,7600.0,Volkswagen,Passat,1981
Y780EE197RUS,2.0,3700.0,Volkswagen,Golf,1996
9697MO178RUS,1.0,37800.0,Volkswagen,Golf,1985
9939KK197RUS,2.0,3000.0,Ford,Focus,2000
T018OX197RUS,2.0,37800.0,Toyota,Corolla,1980
7830C8197RUS,2.0,20000.0,Ford,Focus,2015
E53677152RUS,2.0,16200.0,Ford,Focus,2000
Y164O8161RUS,2.0,37500.0,Ford,Focus,2014
T6419O50RUS,1.0,2400.0,Ford,Focus,2007
X765HY197RUS,1.0,6800.0,Ford,Focus,1989
X423MK197RUS,1.0,3500.0,Ford,Focus,1983
7826C8197RUS,2.0,13000.0,Ford,Focus,1990
E223YM197RUS,2.0,15400.0,Ford,Focus,1986
H977HY161RUS,1.0,8594.5864661654,Ford,Focus,2011
8603T8154RUS,1.0,6900.0,Ford,Focus,2015
98047H178RUS,1.0,19200.0,Ford,Focus,1998
X522OM161RUS,1.0,46200.0,Ford,Focus,2016
O136HO197RUS,2.0,34300.0,Toyota,Corolla,1986
7089H8163RUS,1.0,6800.0,Toyota,Corolla,2018
O718MM163RUS,2.0,72600.0,Ford,Focus,1986
7608EE777RUS,1.0,27000.0,Skoda,Octavia,2002
T171CC96RUS,2.0,8500.0,Ford,Focus,2003
E822TH36RUS,2.0,7500.0,Ford,Focus,1993
H115YO163RUS,2.0,1200.0,Ford,Focus,1986
7365C8197RUS,2.0,11400.0,Ford,Focus,2006
C299K9154RUS,1.0,5600.0,Ford,Focus,2014
M2169X197RUS,2.0,4500.0,Ford,Focus,1982
Y7659C197RUS,2.0,1000.0,Ford,Focus,2003
E396MO152RUS,2.0,67200.0,Ford,Focus,2007
O22297197RUS,2.0,7600.0,Ford,Focus,1988
7364C8197RUS,1.0,19800.0,Ford,Focus,2014
Y192O8161RUS,2.0,10700.0,Ford,Focus,1997
H220X836RUS,1.0,21000.0,Ford,Focus,1991
T483CT96RUS,2.0,36000.0,Ford,Focus,1988
X257HE161RUS,2.0,5600.0,Ford,Focus,1996
8182XX154RUS,2.0,67200.0,Ford,Focus,2012
X796TH96RUS,2.0,1100.0,Ford,Focus,1985
T011MY163RUS,1.0,20600.0,Ford,Focus,2016
T341CC96RUS,1.0,5500.0,Volkswagen,Passat,2006
T119CT96RUS,2.0,2400.0,Ford,Focus,1990
QW12345,1.5,1500.0,Honda,Civic,2007
ZX67890,2.0,3000.0,Nissan,Sentra,2006
ER23456,0.5,500.0,Mazda,3,2005
TY78901,3.0,2000.0,Hyundai,Elantra,1998
UI34567,1.0,1000.0,Kia,Soul,2000
